FCCs;kcat;rxns;rxnNames;enzymes
-2.19E-08;1540;y002112_REV;kynurenine aminotransferase (reversible);Q6C490
-2.19E-08;3.4168;y200005;extracellular dibutyrin hydrolysis;F2Z685
-2.19E-08;177;y300073;N-Acetyl-D-glucosamine-6-phosphate amidohydrolase;Q6C586
-2.19E-08;14.5492;y000767_EXP_1;NAD nucleosidase nuclear;Q6CB00
-2.19E-08;103.4;y000805;nucleoside triphosphatase;Q6CBD9
-2.19E-08;24.5308;y001057;tryptophanyl-tRNA synthetase;Q6CFA0
-2.19E-08;250.9608;y001085;V-ATPase, Golgi;Q6CHD8, Q6CH91, Q6CAR5, Q6C6K9, Q6C6F6, W0TYM5, Q6C5Q2, Q6C4E9, Q6C3X5, Q6C2A7, Q6C1K0, Q6C1H5, Q6C0I1
-2.19E-08;250.9608;y001086;V-ATPase, vacuole;Q6CHD8, Q6CH91, Q6CAR5, Q6C6K9, Q6C6F6, W0TYM5, Q6C5Q2, Q6C4E9, Q6C3X5, Q6C2A7, Q6C1K0, Q6C1H5, Q6C0I1
-2.19E-08;0.3713;y002154;elongase I (3-oxotetradecanoyl-CoA);Q6CDY7
-2.19E-08;10.5427;y002270;3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA);F2Z6I5
-2.19E-08;12.6886;y200012_EXP_2;nucleotidase (nicotinate D-ribonucleotide);Q6CBD2
-2.19E-08;19.9511;y000012;1-pyrroline-5-carboxylate dehydrogenase;Q6CF74
-2.19E-08;6.8069;y000033_EXP_2;3',5'-cyclic-nucleotide phosphodiesterase;Q6C3S3
-2.19E-08;0.9824;y000294_REV_EXP_2;cis-prenyltransferase step 14 (reversible);Q6C8R7
-2.19E-08;0.9824;y000295_EXP_2;cis-prenyltransferase step 15;Q6C8R7
-2.19E-08;13.5153;y000381_EXP_1;fatty acid oxidation (C18:2);F2Z630
-2.19E-08;4.6324;y000487_EXP_7;glycerol dehydrogenase (NADP-dependent);Q6C5G1
-2.19E-08;2.3718;y000769_REV;NAD synthase (reversible);Q6CGE0
-2.19E-08;73;y000889;phosphogluconate dehydrogenase;Q6CEH4
-2.19E-08;3397.5655;y001021_REV;succinate dehydrogenase (ubiquinone-6) (reversible);Q6CGZ0, Q6C9G6, Q6C823, Q6C450
-2.19E-08;410;y001703;cytidylate kinase (CMP);Q6C2B0
-2.19E-08;3.4635;y002239_EXP_1;acyl-CoA oxidase (icosanoyl-CoA);O74934
-2.19E-08;2.7124;y000005_EXP_2;1,3-beta-glucan synthase;Q6C549
-2.19E-08;10.7276;y000073_EXP_2;4PP-IP5 depyrophosphorylation to IP6;Q6CES1
-2.19E-08;10.7276;y000088;5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4;Q6CES1
-2.19E-08;10.7276;y000092_EXP_2;6PP-IP5 depyrophosphorylation to IP6;Q6CES1
-2.19E-08;2.8881;y000334;dephospho-CoA kinase;Q6C296
-2.19E-08;6.35;y001084_REV;UTP-glucose-1-phosphate uridylyltransferase (reversible);Q6CI26
-2.19E-08;5.7673;y200015;ATP:pantothenate 4'-phosphotransferase;Q6C7T7
-2.19E-08;5.5646;y300040_REV_EXP_3;erythrose reductase (reversible);Q6CC16
-2.19E-08;2.388;y000487_EXP_1;glycerol dehydrogenase (NADP-dependent);Q6CGV3
-2.19E-08;0.4688;y000570_REV;inosine monophosphate cyclohydrolase (reversible);Q6C7Y2
-2.19E-08;3430;y001024;sucrose hydrolyzing enxyme;Q6C4H7
-2.19E-08;1.1106;y002168_REV;B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA) (reversible);Q6C203
-2.19E-08;1.3168;y002172;B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA);Q6C203
-2.19E-08;4.7042;y002233;peroxisomal acyl-CoA thioesterase (6:0);Q6C1N6
-2.19E-08;5.651;y000146_REV_EXP_1;adenosylmethionine-8-amino-7-oxononanoate transaminase (reversible);Q6CHH7
-2.19E-08;31.4195;y000201_EXP_1;Aminobutyraldehyde dehydrogenase;Q6CD79
-2.19E-08;1.1492;y000360;dolichol kinase;Q6C5D6
-2.19E-08;4.9463;y000440;FMN adenylyltransferase;Q6C7T3
-2.19E-08;0.8229;y000556;hydroxyethylthiazole kinase;Q6CBT9
-2.19E-08;0.6835;y000782;nicotinamide N-methyltransferase;Q6CHE9
-2.19E-08;11.4342;y000916_EXP_2;phosphoribosylpyrophosphate synthetase;Q6CER7, Q6C0G0
-2.19E-08;1.54;y000993;serine palmitotransferase;Q6CD74, Q6C1K9
-2.19E-08;16.7217;y001001_EXP_1;spermidine synthase;Q6C706
-2.19E-08;20.0921;y002237_EXP_1;acyl-CoA oxidase (hexanoyl-CoA);O74936
-2.19E-08;15.9719;y002241_EXP_3;acyl-CoA oxidase (tetracosanoyl-CoA);O74936
-2.19E-08;1.2496;y000064_EXP_2;3-methyl-2-oxopentanoate decarboxylase;Q6C9L5
-2.19E-08;1.2496;y000346;dihydrofolate synthase;Q6CHD4
-2.19E-08;460;y000452_REV;fumarase, cytoplasmic (reversible);Q6CCT2
-2.19E-08;13.2293;y000520;GPI-anchor assembly, step 6;Q6C0Z3
-2.19E-08;3.67;y000688_EXP_1;L-lactaldehyde:NADP+ 1-oxidoreductase;Q6CFD7
-2.19E-08;3.67;y000688_EXP_8;L-lactaldehyde:NADP+ 1-oxidoreductase;Q6C2C1
-2.19E-08;3.67;y000688_EXP_9;L-lactaldehyde:NADP+ 1-oxidoreductase;Q6C0G5
-2.19E-08;51.4881;y001798_EXP_2;fumarate(2-) exchange;Q6CBU1
-2.19E-08;61.2008;y103046_EXP_1;PE phospholipase B;Q6C5Q6
-2.19E-08;833;y103240;lysoPA phosphatase, cytoplasm;Q6C090
-2.19E-08;1.6512;y300008_REV_EXP_6;long-chain alcohol dehydrogenase (C16) (reversible);Q6CAJ7
-2.19E-08;18.1;y300032;urate oxidase;Q6C2B4
-2.19E-08;3830;y000337_1;diacylglycerol pyrophosphate phosphatase;Q6CEM4
-2.19E-08;3830;y000337_2;diacylglycerol pyrophosphate phosphatase;Q6CEM4
-2.19E-08;1.5365;y000487_EXP_9;glycerol dehydrogenase (NADP-dependent);Q6C177
-2.19E-08;7.3311;y000584;inositolphosphotransferase;Q6C5P1
-2.19E-08;2.3397;y000600;IPS phospholipase C;Q6C8M5
-2.19E-08;2.3397;y000630;IPS phospholipase C;Q6C8M5
-2.19E-08;11.6464;y000662_EXP_1;isocitrate lyase;P41555
-2.19E-08;0.0962;y000806;nucleoside triphosphatase;Q6CBD9
-2.19E-08;3830;y000810;nucleoside-diphosphatase (GDP), Golgi;Q6CBK6
-2.19E-08;61.8025;y001067;tyrosyl-tRNA synthetase;Q6C474
-2.19E-08;1.2577;y002168;B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA);Q6C203
-2.19E-08;3830;y103224;DGPP phosphatase;Q6CEM4
-2.19E-08;3830;y103232;DGPP phosphatase;Q6CEM4
-2.19E-08;3830;y103244;lysoPA phosphatase, vacuolar membrane;Q6CEM4
-2.19E-08;3830;y103248;lysoPA phosphatase, Golgi membrane;Q6CEM4
-2.19E-08;9.8233;y300006_EXP_4;long-chain alcohol dehydrogenase (C12);Q6CGT5
-2.19E-08;11.729;y300054_REV;crotonyl-CoA hydratase (reversible);Q6CF43
-2.19E-08;11.3274;y000036;3',5'-cyclic-nucleotide phosphodiesterase;Q6CHK1
-2.19E-08;0.658;y000081;5-aminolevulinate synthase;Q6CCW0
-2.19E-08;13.6995;y000193;alpha,alpha-trehalase;Q6C6P1
-2.19E-08;0.9592;y000290_EXP_2;cis-prenyltransferase step 10;Q6C8R7
-2.19E-08;19.9497;y000734_EXP_2;methylisocitrate lyase;Q6BZP5
-2.19E-08;0.6831;y000802_REV;nucleoside diphosphate kinase (reversible);Q6C2B5
-2.19E-08;17.8515;y000815_REV_EXP_2;O-succinylhomoserine lyase (L-cysteine) (reversible);Q6C2Q9
-2.19E-08;28.234;y002161;B-ketoacyl-CoA reductase ((S)-3-hydroxytetradecanoyl-CoA);Q6CHP1
-2.19E-08;14.3629;y002211_REV;fatty-acid--CoA ligase (lignoceric acid), cell envelope (reversible);Q6C8Q3
-2.19E-08;3.8171;y300026_EXP_1;long-chain aldehyde dehydrogenase (C12);Q6C297
-2.19E-08;12.6402;y000812;O-acetylhomoserine (thiol)-lyase;Q6C7U9
-2.19E-08;7.9106;y000956;pyridoxine oxidase;Q6C946
-2.19E-08;12.8035;y002271;3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA);F2Z6I5
-2.19E-08;2.3308;y003261_EXP_1;zymosteryl ester hydrolase (18:1), lipid particle;Q6C7I7
-2.19E-08;2.3308;y003263_EXP_1;zymosteryl ester hydrolase (18:1), cell envelope;Q6C7I7
-2.19E-08;0.1143;y300005_EXP_1;alkane oxidase (C12);F2Z623
-2.19E-08;25.13487143;y300006_EXP_3;long-chain alcohol dehydrogenase (C12);
-2.19E-08;1.4882;y000168_EXP_9;aldehyde dehydrogenase (2-methylbutanol, NADP);Q6C177
-2.19E-08;5.6478;y000227;ATPase, cytosolic;Q6CDQ7
-2.19E-08;8.8034;y000688_EXP_3;L-lactaldehyde:NADP+ 1-oxidoreductase;Q6C9Z8
-2.19E-08;366.6666667;y000878;phosphatidylserine decarboxylase;Q6CAE7
-2.19E-08;366.6666667;y000879;phosphatidylserine decarboxylase;Q6CAE7
-2.19E-08;15.5613;y000982_REV;ribose-5-phosphate isomerase (reversible);Q6CFH4
-2.19E-08;14.4963;y002238_EXP_2;acyl-CoA oxidase (octanoyl-CoA);
-2.19E-08;13.4688;y002248;2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA);F2Z6I5
-2.19E-08;14.7721;y103296;DAG lipase, lipid particle;Q6C8W4
-2.19E-08;126.8668;y300004_EXP_7;long-chain alcohol dehydrogenase (C10);Q6CGX5
-2.19E-08;6.5533;y300063_EXP_2;glutathione gamma-glutamylaminopeptidase;Q6CBA5
-2.19E-08;3.5;y000045;3-hydroxy-L-kynurenine hydrolase;Q6CDM0
-2.19E-08;7.3209;y000095_EXP_1;acetaldehyde condensation;Q6CA04
-2.19E-08;12.9331;y000199;amidase;Q6C0M4
-2.19E-08;2.2323;y000270;ceramide-4 synthase (26C);Q6C1X0
-2.19E-08;14;y000307;CTP synthase (NH3);Q6CFN6
-2.19E-08;1.1314;y000336;diacylglycerol acyltransferase;Q6C3R2
-2.19E-08;1.1314;y000336_1;diacylglycerol acyltransferase;Q6C3R2
-2.19E-08;3.724;y000987_REV;S-formylglutathione hydralase (reversible);Q6CBB1
-2.19E-08;0.3456;y002160;elongase III (3-oxohexacosanoyl-CoA);Q6CDY7
-2.19E-08;4.9971;y002234;peroxisomal acyl-CoA thioesterase (16:1);Q6C1N6
-2.19E-08;9.3899;y002242_EXP_6;acyl-CoA oxidase (palmitoleoyl-CoA);O74935
-2.19E-08;0.1101;y004042;raffinose invertase;Q6C2U0
-2.19E-08;407.7263;y103046_EXP_4;PE phospholipase B;Q6C4Z3
-2.19E-08;7.5484;y300001_EXP_2;decane transport e--c;Q6CBB8
-2.19E-08;7.5484;y300001_REV_EXP_2;decane transport e--c (reversible);Q6CBB8
-2.19E-08;2.8725;y000085;5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase;Q6C638
-2.19E-08;0.8777;y000295_REV_EXP_1;cis-prenyltransferase step 15 (reversible);Q6CBH1
-2.19E-08;70;y000472;glutamate synthase (NADH2);Q6CDZ4
-2.19E-08;2.4547;y000502_REV_EXP_2;glycine hydroxymethyltransferase (reversible);Q6C5P5
-2.19E-08;10.5;y000692;L-threonine deaminase;Q6C6D8
-2.19E-08;24.5;y001058;tryptophanyl-tRNA synthetase;Q6CBI6
-2.19E-08;0.3539;y002158;elongase II or III (3-oxodocosanoyl-CoA);Q6CDY7
-2.19E-08;35;y200019;ADP-ribose ribophosphohydrolase;Q6C0B7
-2.19E-08;948.4027286;y300008_REV_EXP_3;long-chain alcohol dehydrogenase (C16) (reversible);
-2.19E-08;98.3;y300059;succinyl-CoA:acetoacetate CoA-transferase;Q6C098
-2.19E-08;10.5826;y000073_REV_EXP_2;4PP-IP5 depyrophosphorylation to IP6 (reversible);Q6CES1
-2.19E-08;10.5826;y000092_REV_EXP_2;6PP-IP5 depyrophosphorylation to IP6 (reversible);Q6CES1
-2.19E-08;2.5462;y000607;IPS phospholipase C;Q6C8M5
-2.19E-08;2.5462;y000637;IPS phospholipase C;Q6C8M5
-2.19E-08;585;y000689;L-serine deaminase;Q6C6D8
-2.19E-08;4.7588;y000724_EXP_1;methenyltetrahydrifikate cyclohydrolase;F2Z650
-2.19E-08;4.7588;y000725_EXP_1;methenyltetrahydrofolate cyclohydrolase;F2Z650
-2.19E-08;4.7588;y000732_REV_EXP_1;methylenetetrahydrofolate dehydrogenase (NADP) (reversible);F2Z650
-2.19E-08;4.7588;y000733_REV_EXP_1;methylenetetrahydrofolate dehydrogenase (NADP) (reversible);F2Z650
-2.19E-08;4.2174;y000850;peroxisomal acyl-CoA thioesterase;Q6C1N6
-2.19E-08;3.9;y000995_EXP_1;seryl-tRNA synthetase;Q6CFL2
-2.19E-08;3.9;y000995_EXP_2;seryl-tRNA synthetase;Q6C350
-2.19E-08;13.4249;y002246_EXP_3;acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA);O74936
-2.19E-08;585;y300068_EXP_1;L-Serine hydro-lyase;Q6C6D8
-2.19E-08;585;y300068_EXP_2;L-Serine hydro-lyase;Q6CEE8
-2.19E-08;15648.33333;y000009_EXP_2;1-acyl-sn-gylcerol-3-phosphate acyltransferase;Q6C282
-2.19E-08;414.8071;y000164_EXP_4;alcohol dehydrogenase (glycerol, NADP);Q6CCI5
-2.19E-08;12.9013;y000249;CAAX farnesyltransferase;Q6CEF2, Q6C928
-2.19E-08;14.915;y000321_EXP_1;D-arabinose 1-dehydrogenase (NADP);Q6CGV3
-2.19E-08;14.915;y000321_EXP_2;D-arabinose 1-dehydrogenase (NADP);Q6CFG7
-2.19E-08;14.915;y000321_EXP_3;D-arabinose 1-dehydrogenase (NADP);Q6CDR7
-2.19E-08;14.915;y000321_EXP_4;D-arabinose 1-dehydrogenase (NADP);Q6CCI5
-2.19E-08;14.915;y000321_EXP_5;D-arabinose 1-dehydrogenase (NADP);Q6CC16
-2.19E-08;14.915;y000321_EXP_6;D-arabinose 1-dehydrogenase (NADP);Q6CAC3
-2.19E-08;14.915;y000321_EXP_7;D-arabinose 1-dehydrogenase (NADP);Q6C5G1
-2.19E-08;14.915;y000321_EXP_8;D-arabinose 1-dehydrogenase (NADP);Q6C2L0
-2.19E-08;0.7522;y000410;fatty-acid--CoA ligase (octanoate);Q6C5Q8
-2.19E-08;3.0698;y000448;fructose-2,6-bisphosphate 2-phosphatase;Q6C5J2
-2.19E-08;2.3041;y000605;IPS phospholipase C;Q6C8M5
-2.19E-08;2.3041;y000635;IPS phospholipase C;Q6C8M5
-2.19E-08;13.0468;y002249;2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA);F2Z6I5
-2.19E-08;15648.33333;y102584;CL phospholipase;Q6C8Q4
-2.19E-08;15648.33333;y200006;extracellular monobutyrate hydrolysis;F2Z5Z7, Q6C8J2
-2.19E-08;3.0895;y300040_REV_EXP_1;erythrose reductase (reversible);Q6C9X2
-2.19E-08;20.7;y000062_EXP_1;3-methyl-2-oxobutanoate decarboxylase;Q6CA04
-2.19E-08;9.9268;y000322_REV;D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase (reversible);Q6C4K5
-2.19E-08;0.4429;y000357;diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase;Q6CHV1
-2.19E-08;3.9807;y000882_REV;phosphoacetylglucosamine mutase (reversible);Q6C454
-2.19E-08;240.4029;y000969;ribokinase;Q6CEK6
-2.19E-08;25.8178;y002203;fatty-acid--CoA ligase (hexadecenoate), lipid particle;Q6C8Q3
-2.19E-08;25.8178;y002209;fatty-acid--CoA ligase (arachidate), cell envelope;Q6C8Q3
-2.19E-08;25.8178;y002210;fatty-acid--CoA ligase (behenate), cell envelope;Q6C8Q3
-2.19E-08;9.5646;y002247_EXP_6;acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA);O74935
-2.19E-08;25.8178;y300010;fatty-acid--CoA ligase (octadecadienoate), ER membrane;Q6C8Q3
-2.19E-08;25.8178;y300011;fatty-acid--CoA ligase (octadecadienoate), lipid particle;Q6C8Q3
-2.19E-08;18.6882;y300078;2'-Deoxyinosine-5'-triphosphate pyrophosphohydrolase;Q6CDL9
-2.19E-08;8.98;y000083;5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase;Q6C1R8
-2.19E-08;2.5033;y000323;D-sorbitol dehydrogenase (D-fructose producing);Q6C648
-2.19E-08;6.1809;y000483_REV_EXP_2;glutathione peridoxase (reversible);Q6C7A8
-2.19E-08;54.068;y000561;hydroxymethylpyrimidine kinase (ATP);Q6C731
-2.19E-08;7.4543;y000582;inositolphosphotransferase;Q6C5P1
-2.19E-08;2.3921;y000617;IPS phospholipase C;Q6C8M5
-2.19E-08;2.3921;y000647;IPS phospholipase C;Q6C8M5
-2.19E-08;46.2178;y000688_EXP_6;L-lactaldehyde:NADP+ 1-oxidoreductase;Q6C9F5
-2.19E-08;2.5033;y000691;L-sorbitol dehydrogenase (L-sorbose-producing);Q6C648
-2.19E-08;24.9593;y002223;fatty acyl-CoA transport via ABC system (C18:0);Q6CHP7, Q6CAB6
-2.19E-08;867.425;y103082;PI 4,5-P2 phospholipase C;Q6CD33
-2.19E-08;2.6682;y300055;(S)-3-Hydroxybutanoyl-CoA oxidoreductase;Q6CCJ7
-2.19E-08;54.0044;y000006;1,6-beta-glucan synthase;Q6CBZ2
-2.19E-08;2.5195;y000164_EXP_10;alcohol dehydrogenase (glycerol, NADP);Q6C177
-2.19E-08;6.8322;y000164_EXP_5;alcohol dehydrogenase (glycerol, NADP);Q6CC16
-2.19E-08;4.3718;y000168_EXP_5;aldehyde dehydrogenase (2-methylbutanol, NADP);Q6CC16
-2.19E-08;1.6928;y000243_EXP_2;C-8 sterol isomerase;Q6C3U4
-2.19E-08;0.6989;y000412;fatty-acid--CoA ligase (tetradecanoate);Q6C5Q8
-2.19E-08;2765;y000467;glucose-6-phosphate isomerase;Q6C2I1
-2.19E-08;9.0918;y000567_EXP_1;indole-3-pyruvate decarboxylase;Q6CA04
-2.19E-08;6.6492;y002079_EXP_1;trehalose transporter;Q6CH11
-2.19E-08;6.6492;y002079_REV_EXP_1;trehalose transporter (reversible);Q6CH11
-2.19E-08;1.0329;y002172_REV;B-hydroxyacyl-CoA dehydratase (trans-docos-2-enoyl-CoA) (reversible);Q6C203
-2.19E-08;16.5264;y002239_EXP_3;acyl-CoA oxidase (icosanoyl-CoA);O74936
-2.19E-08;9.0861;y002245_EXP_4;acyl-CoA oxidase (oleoyl-CoA);F2Z630
-2.19E-08;7.033;y300021_EXP_1;dodecane transport e--c;Q6CFY4
-2.19E-08;7.033;y300021_REV_EXP_1;dodecane transport e--c (reversible);Q6CFY4
-2.19E-08;0.9912;y000298_EXP_2;cis-prenyltransferase step 18;
-2.19E-08;8.2041;y000322;D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase;
-2.19E-08;31.0728;y000721_EXP_1;malonyl-CoA-ACP transacylase;
-2.19E-08;4.8973;y000919;phytoceramidase;
-2.19E-08;8.2613;y001901_EXP_1;L-malate transport;
-2.19E-08;8.2613;y001901_REV_EXP_1;L-malate transport (reversible);
-2.19E-08;3.9953;y002245_EXP_1;acyl-CoA oxidase (oleoyl-CoA);
-2.19E-08;2.2882;y003252_EXP_1;ergosteryl ester hydrolase (16:1), lipid particle;
-2.19E-08;3.1454;y000201_EXP_3;Aminobutyraldehyde dehydrogenase;
-2.19E-08;11.5757;y000280_REV_EXP_2;cis-aconitate(3-) to isocitrate (reversible);
-2.19E-08;0.8908;y000284_EXP_2;cis-prenyltransferase step 04;
-2.19E-08;6.6638;y001068;UDP-glucose:ergosterol glucosyltransferase;
-2.19E-08;3.4126;y002240_EXP_1;acyl-CoA oxidase (docosanoyl-CoA);
-2.19E-08;11.5757;y002305_REV_EXP_2;cis-aconitate(3-) to isocitrate (reversible);
-2.19E-08;20.8448;y300006_REV_EXP_5;long-chain alcohol dehydrogenase (C12) (reversible);
-2.19E-08;20.8448;y300026_EXP_5;long-chain aldehyde dehydrogenase (C12);
-2.19E-08;6.0989;y300052;glutaryl-CoA dehydrogenase;
-2.19E-08;2.8836;y300076;dihydrofolate:NADP+ oxidoreductase;
-2.19E-08;2.8836;y300077;dihydrofolate:NADP+ oxidoreductase;
-2.19E-08;0.7599;y000400;fatty-acid--CoA ligase (dodecanoate);
-2.19E-08;53.9;y000783;nicotinamide-nucleotide adenylyltransferase;
-2.19E-08;1.0464;y000955;pyridoxine 5'-phosphate oxidase;
-2.19E-08;14.0399;y002117_REV;phenylalanine transaminase (reversible);
-2.19E-08;12.0618;y002252;2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA);
-2.19E-08;95;y300069;Uridine triphosphate pyrophosphohydrolase;
-2.19E-08;616.1197;y000013;2,3-diketo-5-methylthio-1-phosphopentane degradation reaction;
-2.19E-08;42.311;y000099_EXP_1;acetyl-CoA ACP transacylase;
-2.19E-08;6.7;y000221;Aspartyl-tRNA synthetase;
-2.19E-08;105.5981;y000349;dihydroorotase;
-2.19E-08;1670;y000520_REV;GPI-anchor assembly, step 6 (reversible);
-2.19E-08;1670;y000586;IPC synthase;
-2.19E-08;1670;y000587;IPC synthase;
-2.19E-08;1670;y000588;IPC synthase;
-2.19E-08;1670;y000589;IPC synthase;
-2.19E-08;1670;y000590;IPC synthase;
-2.19E-08;1670;y000591;IPC synthase;
-2.19E-08;1670;y000592;IPC synthase;
-2.19E-08;1670;y000593;IPC synthase;
-2.19E-08;1670;y000594;IPC synthase;
-2.19E-08;1670;y000595;IPC synthase;
-2.19E-08;7.5661;y002246_EXP_6;acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA);
-2.19E-08;30.9456;y002247_EXP_2;acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA);
-2.19E-08;3.2531;y003252_EXP_2;ergosteryl ester hydrolase (16:1), lipid particle;
-2.19E-08;10.111;y000084;5-formethyltetrahydrofolate cyclo-ligase;
-2.19E-08;16.8485;y000124;acyl-CoA oxidase (octadecanoyl-CoA);
-2.19E-08;0.8097;y000400_REV;fatty-acid--CoA ligase (dodecanoate) (reversible);
-2.19E-08;5.5594;y000447_REV_EXP_1;formate-tetrahydrofolate ligase (reversible);
-2.19E-08;80.4;y000665;isoleucyl-tRNA synthetase;
-2.19E-08;80.4;y000666;isoleucyl-tRNA synthetase;
-2.19E-08;1820;y000697;lactoylglutathione lyase;
-2.19E-08;20.1;y000703;leukotriene A4 hydrolase;
-2.19E-08;20.1;y000704;leukotriene A4 hydrolase;
-2.19E-08;20.1;y000705;leukotriene A4 hydrolase;
-2.19E-08;20.1;y000706;leukotriene A4 hydrolase;
-2.19E-08;20.1;y000707;leukotriene A4 hydrolase;
-2.19E-08;20.1;y000708;leukotriene A4 hydrolase;
-2.19E-08;5.5594;y000724_REV_EXP_1;methenyltetrahydrifikate cyclohydrolase (reversible);
-2.19E-08;5.5594;y000725_REV_EXP_1;methenyltetrahydrofolate cyclohydrolase (reversible);
-2.19E-08;33.5;y000940;proline oxidase (NAD);
-2.19E-08;17.6002;y002254;2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA);
-2.19E-08;25.84745714;y300008_EXP_3;long-chain alcohol dehydrogenase (C16);
-2.19E-08;120;y000157;alanyl-tRNA synthetase;
-2.19E-08;240;y000173_EXP_3;aldehyde dehydrogenase (acetaldehyde, NADP);
-2.19E-08;240;y000174_EXP_3;aldehyde dehydrogenase (acetylaldehyde, NAD);
-2.19E-08;240;y000175_EXP_4;aldehyde dehydrogenase (acetylaldehyde, NADP);
-2.19E-08;15.122;y000201_EXP_4;Aminobutyraldehyde dehydrogenase;
-2.19E-08;0.8263;y000336_REV;diacylglycerol acyltransferase (reversible);
-2.19E-08;15.1182;y000370_EXP_2;exo-1,3-beta-glucan glucohydrase;
-2.19E-08;0.751;y000399;fatty-acid--CoA ligase (decanoate);
-2.19E-08;0.0473;y000572;inositol-1,3,4,5-triphosphate 6-kinase, nucleus;
-2.19E-08;399;y000765_EXP_1;NAD kinase;
-2.19E-08;399;y000765_EXP_2;NAD kinase;
-2.19E-08;399;y000766_EXP_3;NAD kinase;
-2.19E-08;399;y000771_EXP_2;NADH kinase;
-2.19E-08;399;y000772_EXP_3;NADH kinase mitochondrial;
-2.19E-08;4.7327;y001042_EXP_2;threonyl-tRNA synthetase;
-2.19E-08;4.7327;y001043_EXP_2;threonyl-tRNA synthetase;
-2.19E-08;240;y001093;xylose reductase;
-2.19E-08;240;y002116_EXP_3;acetaldehyde dehydrogenase;
-2.19E-08;240;y002116_EXP_4;acetaldehyde dehydrogenase;
-2.19E-08;4.0693;y003255_EXP_2;episteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;2.2812;y004039;succinyl-CoA:acetate CoA transferase;
-2.19E-08;120;y200010_REV;purine-nucleoside phosphorylase (nicotinate) (reversible);
-2.19E-08;1.8974;y200017;UDP-glucose:NAD+ 6-oxidoreductase;
-2.19E-08;5.825;y200017_REV;UDP-glucose:NAD+ 6-oxidoreductase (reversible);
-2.19E-08;0.0932;y300050;hydroxymethylglutaryl-CoA lyase;
-2.19E-08;1646;y000166_EXP_1;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000166_EXP_2;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000166_EXP_3;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000166_EXP_5;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000167_EXP_1;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000167_EXP_2;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000167_EXP_3;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000167_EXP_4;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000167_EXP_5;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;1646;y000169_EXP_1;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000169_EXP_2;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000169_EXP_4;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000169_EXP_5;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000170_EXP_1;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000170_EXP_2;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000170_EXP_3;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000170_EXP_5;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;1646;y000179_EXP_1;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000179_EXP_2;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000179_EXP_3;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000179_EXP_4;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000179_EXP_5;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000180_EXP_1;aldehyde dehydrogenase (isoamyl alcohol, NAD);
